source,target,spearman,mi,clinical_prior,weight
30,21,0.06308434705220892,0.0,1,0.7647014892174726
21,31,0.3275096107091533,0.0,0,0.3275096107091533
31,21,0.3275096107091533,0.0,0,0.3275096107091533
22,24,0.18609306877053372,0.0,1,0.7647014892174726
24,22,0.18609306877053372,0.0,1,0.7647014892174726
23,24,0.3542690218275382,0.0,0,0.3542690218275382
24,23,0.3542690218275382,0.0,0,0.3542690218275382
25,31,0.3585361005785251,0.0,0,0.3585361005785251
31,25,0.3585361005785251,0.0,0,0.3585361005785251
25,32,0.43548452617553957,0.0,0,0.43548452617553957
32,25,0.43548452617553957,0.0,0,0.43548452617553957
27,28,0.9567289795542054,0.0,1,0.9567289795542054
28,27,0.9567289795542054,0.0,1,0.9567289795542054
29,31,0.2703690753960774,0.0,1,0.7647014892174726
31,29,0.2703690753960774,0.0,1,0.7647014892174726
30,31,0.12666068627350924,0.0,1,0.7647014892174726
31,30,0.12666068627350924,0.0,1,0.7647014892174726
30,32,0.21516204660210003,0.0,1,0.7647014892174726
32,30,0.21516204660210003,0.0,1,0.7647014892174726
31,32,0.33273450421925066,0.0,1,0.7647014892174726
32,31,0.33273450421925066,0.0,1,0.7647014892174726
