source,target,spearman,mi,clinical_prior,weight
7,18,0.23336896981307076,0.0,0,0.23336896981307076
18,7,0.23336896981307076,0.0,0,0.23336896981307076
7,20,0.10751496408751963,0.0,0,0.10751496408751963
20,7,0.10751496408751963,0.0,0,0.10751496408751963
7,21,0.32927380505883214,0.0,0,0.32927380505883214
21,7,0.32927380505883214,0.0,0,0.32927380505883214
7,23,0.2257231303648308,0.0,0,0.2257231303648308
23,7,0.2257231303648308,0.0,0,0.2257231303648308
7,24,0.21381263375595766,0.0,0,0.21381263375595766
24,7,0.21381263375595766,0.0,0,0.21381263375595766
7,30,0.15766813309383734,0.0,0,0.15766813309383734
30,7,0.15766813309383734,0.0,0,0.15766813309383734
8,10,0.3583681940086493,0.0,1,0.3583681940086493
10,8,0.3583681940086493,0.0,1,0.3583681940086493
8,11,0.4943126679612674,0.0,0,0.4943126679612674
11,8,0.4943126679612674,0.0,0,0.4943126679612674
8,16,0.2524709285596468,0.0,0,0.2524709285596468
16,8,0.2524709285596468,0.0,0,0.2524709285596468
8,17,0.38880610459590875,0.0,0,0.38880610459590875
17,8,0.38880610459590875,0.0,0,0.38880610459590875
8,21,0.3283999159886479,0.0,1,0.3283999159886479
21,8,0.3283999159886479,0.0,1,0.3283999159886479
8,26,0.18445702275618875,0.0,0,0.18445702275618875
26,8,0.18445702275618875,0.0,0,0.18445702275618875
8,33,0.27569228405870605,0.0,0,0.27569228405870605
33,8,0.27569228405870605,0.0,0,0.27569228405870605
9,21,0.23648952207764984,0.0,0,0.23648952207764984
21,9,0.23648952207764984,0.0,0,0.23648952207764984
9,26,0.17753940431924017,0.0,0,0.17753940431924017
26,9,0.17753940431924017,0.0,0,0.17753940431924017
9,31,0.15977302353481768,0.0,0,0.15977302353481768
31,9,0.15977302353481768,0.0,0,0.15977302353481768
9,33,0.19666990091024375,0.0,0,0.19666990091024375
33,9,0.19666990091024375,0.0,0,0.19666990091024375
10,11,0.45875958346211543,0.0,1,0.45875958346211543
11,10,0.45875958346211543,0.0,1,0.45875958346211543
10,20,0.13015453838774693,0.0,0,0.13015453838774693
20,10,0.13015453838774693,0.0,0,0.13015453838774693
10,23,0.3223564477526343,0.0,0,0.3223564477526343
23,10,0.3223564477526343,0.0,0,0.3223564477526343
10,24,0.26308847918027584,0.0,0,0.26308847918027584
24,10,0.26308847918027584,0.0,0,0.26308847918027584
11,12,0.1907352456969662,0.0,0,0.1907352456969662
12,11,0.1907352456969662,0.0,0,0.1907352456969662
11,33,0.4766230753755339,0.0,0,0.4766230753755339
33,11,0.4766230753755339,0.0,0,0.4766230753755339
12,16,0.19472135883897831,0.0,0,0.19472135883897831
16,12,0.19472135883897831,0.0,0,0.19472135883897831
12,19,0.3332778629985673,0.0,0,0.3332778629985673
19,12,0.3332778629985673,0.0,0,0.3332778629985673
12,29,0.13911467615402356,0.0,0,0.13911467615402356
29,12,0.13911467615402356,0.0,0,0.13911467615402356
13,15,0.15172955250669845,0.0,1,0.15172955250669845
15,13,0.15172955250669845,0.0,1,0.15172955250669845
13,19,0.6353058370180411,0.0,1,0.6353058370180411
19,13,0.6353058370180411,0.0,1,0.6353058370180411
13,21,0.370301438425158,0.0,0,0.370301438425158
21,13,0.370301438425158,0.0,0,0.370301438425158
13,25,0.4578419899297009,0.0,1,0.4578419899297009
25,13,0.4578419899297009,0.0,1,0.4578419899297009
13,26,0.4960473850667097,0.0,0,0.4960473850667097
26,13,0.4960473850667097,0.0,0,0.4960473850667097
13,32,0.34429317816609223,0.0,0,0.34429317816609223
32,13,0.34429317816609223,0.0,0,0.34429317816609223
14,15,0.1648377845341396,0.0,0,0.1648377845341396
15,14,0.1648377845341396,0.0,0,0.1648377845341396
14,18,0.7313267035127915,0.0,1,0.7313267035127915
18,14,0.7313267035127915,0.0,1,0.7313267035127915
14,19,0.25821051776563975,0.0,0,0.25821051776563975
19,14,0.25821051776563975,0.0,0,0.25821051776563975
14,22,0.23504769852434312,0.0,0,0.23504769852434312
22,14,0.23504769852434312,0.0,0,0.23504769852434312
14,23,0.42715663128906645,0.0,0,0.42715663128906645
23,14,0.42715663128906645,0.0,0,0.42715663128906645
14,24,0.28509083008102665,0.0,0,0.28509083008102665
24,14,0.28509083008102665,0.0,0,0.28509083008102665
14,28,0.15898842510077246,0.0,0,0.15898842510077246
28,14,0.15898842510077246,0.0,0,0.15898842510077246
15,17,0.25618982739918156,0.0,0,0.25618982739918156
17,15,0.25618982739918156,0.0,0,0.25618982739918156
15,19,0.2244256203003991,0.0,0,0.2244256203003991
19,15,0.2244256203003991,0.0,0,0.2244256203003991
15,25,0.16935071177983255,0.0,0,0.16935071177983255
25,15,0.16935071177983255,0.0,0,0.16935071177983255
16,17,0.249971620028906,0.0,0,0.249971620028906
17,16,0.249971620028906,0.0,0,0.249971620028906
16,22,0.114994318796869,0.0,0,0.114994318796869
22,16,0.114994318796869,0.0,0,0.114994318796869
16,27,0.29494196593166777,0.0,0,0.29494196593166777
27,16,0.29494196593166777,0.0,0,0.29494196593166777
16,28,0.26730607731787837,0.0,0,0.26730607731787837
28,16,0.26730607731787837,0.0,0,0.26730607731787837
17,19,0.24545768283412112,0.0,0,0.24545768283412112
19,17,0.24545768283412112,0.0,0,0.24545768283412112
18,22,0.19760837950536747,0.0,0,0.19760837950536747
22,18,0.19760837950536747,0.0,0,0.19760837950536747
18,23,0.43599079468736435,0.0,0,0.43599079468736435
23,18,0.43599079468736435,0.0,0,0.43599079468736435
18,24,0.27553297482543904,0.0,0,0.27553297482543904
24,18,0.27553297482543904,0.0,0,0.27553297482543904
19,25,0.9128417729550603,0.0,1,0.9128417729550603
25,19,0.9128417729550603,0.0,1,0.9128417729550603
19,27,0.2435734425741736,0.0,0,0.2435734425741736
27,19,0.2435734425741736,0.0,0,0.2435734425741736
19,29,0.3206051189986001,0.0,0,0.3206051189986001
29,19,0.3206051189986001,0.0,0,0.3206051189986001
19,31,0.31239619877552954,0.0,0,0.31239619877552954
31,19,0.31239619877552954,0.0,0,0.31239619877552954
19,32,0.49167340682415084,0.0,0,0.49167340682415084
32,19,0.49167340682415084,0.0,0,0.49167340682415084
20,21,0.2848718741443727,0.0,0,0.2848718741443727
21,20,0.2848718741443727,0.0,0,0.2848718741443727
20,26,0.12380002218340616,0.0,0,0.12380002218340616
26,20,0.12380002218340616,0.0,0,0.12380002218340616
20,30,0.1625600827231752,0.0,0,0.1625600827231752
30,20,0.1625600827231752,0.0,0,0.1625600827231752
21,25,0.26334977302535767,0.0,0,0.26334977302535767
25,21,0.26334977302535767,0.0,0,0.26334977302535767
21,26,0.2743954916576541,0.0,0,0.2743954916576541
26,21,0.2743954916576541,0.0,0,0.2743954916576541
21,29,0.3121853165997713,0.0,0,0.3121853165997713
29,21,0.3121853165997713,0.0,0,0.3121853165997713
21,31,0.3275096107091533,0.0,0,0.3275096107091533
31,21,0.3275096107091533,0.0,0,0.3275096107091533
21,32,0.245247489371249,0.0,0,0.245247489371249
32,21,0.245247489371249,0.0,0,0.245247489371249
21,33,0.22774246992066743,0.0,0,0.22774246992066743
33,21,0.22774246992066743,0.0,0,0.22774246992066743
22,23,0.09310342866866335,0.0,0,0.09310342866866335
23,22,0.09310342866866335,0.0,0,0.09310342866866335
22,24,0.18609306877053372,0.0,0,0.18609306877053372
24,22,0.18609306877053372,0.0,0,0.18609306877053372
23,24,0.3542690218275382,0.0,0,0.3542690218275382
24,23,0.3542690218275382,0.0,0,0.3542690218275382
25,31,0.3585361005785251,0.0,0,0.3585361005785251
31,25,0.3585361005785251,0.0,0,0.3585361005785251
25,32,0.43548452617553957,0.0,0,0.43548452617553957
32,25,0.43548452617553957,0.0,0,0.43548452617553957
26,29,0.2511074220215347,0.0,0,0.2511074220215347
29,26,0.2511074220215347,0.0,0,0.2511074220215347
26,30,0.15822469167557535,0.0,0,0.15822469167557535
30,26,0.15822469167557535,0.0,0,0.15822469167557535
26,31,0.18207566698188193,0.0,0,0.18207566698188193
31,26,0.18207566698188193,0.0,0,0.18207566698188193
27,28,0.9567289795542054,0.0,1,0.9567289795542054
28,27,0.9567289795542054,0.0,1,0.9567289795542054
27,32,0.21241663185278395,0.0,0,0.21241663185278395
32,27,0.21241663185278395,0.0,0,0.21241663185278395
29,31,0.2703690753960774,0.0,0,0.2703690753960774
31,29,0.2703690753960774,0.0,0,0.2703690753960774
29,33,0.2146036551043793,0.0,0,0.2146036551043793
33,29,0.2146036551043793,0.0,0,0.2146036551043793
30,32,0.21516204660210003,0.0,1,0.21516204660210003
32,30,0.21516204660210003,0.0,1,0.21516204660210003
31,32,0.33273450421925066,0.0,1,0.33273450421925066
32,31,0.33273450421925066,0.0,1,0.33273450421925066
31,33,0.21204400996221512,0.0,0,0.21204400996221512
33,31,0.21204400996221512,0.0,0,0.21204400996221512
